Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Feet type (product.metafields.shopify.feet-type),Hoop shape (product.metafields.shopify.hoop-shape),Leg lock type (product.metafields.shopify.leg-lock-type),Material (product.metafields.shopify.material),Mount/Stand features (product.metafields.shopify.mount-stand-features),Shape (product.metafields.shopify.shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Hungary,Price / Hungary,Compare At Price / Hungary,Included / International,Price / International,Compare At Price / International,Status
bull-tackle-jigfej,,,,,,,,,5 g - 1 horog,,,,,,,,"",0.0,shopify,deny,manual,890.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-jigfej,,,,,,,,,3 g - 4 horog,,,,,,,,"",0.0,shopify,deny,manual,890.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-jigfej,,,,,,,,,2 g - 6 horog,,,,,,,,"",0.0,shopify,deny,manual,890.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-drop-shot-horog-offset,Bull Tackle - Drop Shot Horog Offset,"<p>A plasztik csalikhoz ajánlott,különleges kialakítású és formájú horogtípus,melynek segítségével magát a horogtestet el tudjuk rejteni a csali tesében,úgy hogy a horog hegye alig vagy egyáltalán nincs ki.</p>
<p>Kifejezetten ajánlott akadós vagy sűrű hinárral,növényzettel benőtt vízeken.</p>
<p><br></p>
<p>Made in Japan</p>
<p>5 db/csomag</p>
<p> </p>",Bull Fishing Store,,"","",true,Horog méretek,2/0,,,,,,,,"",0.0,shopify,deny,manual,690.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/uoo.png?v=1663597108,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-drop-shot-horog-offset,,,,,,,,,1/0,,,,,,,,"",0.0,shopify,deny,manual,690.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-drop-shot-horog-offset,,,,,,,,,2,,,,,,,,"",0.0,shopify,deny,manual,690.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-drop-shot-horog-offset,,,,,,,,,1,,,,,,,,"",0.0,shopify,deny,manual,690.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-kiwi-pergeto-zsinor-uv-zold,Bull Tackle - Kiwi pergető fonott zsinór UV zöld 150 m,"<p><span data-mce-fragment=""1"">A Bull Tackle Kiwi zsinór speciálisan az ultra light pergetésre lett kifejlesztve. A legkisebb mikro csalik is nagyon jól,könnyedén és élethűen vontathatóak vele.</span></p>
<p><span data-mce-fragment=""1"">Megpróbáltunk egy olyan zsinórt alkotni ami mindenki számára elérhető áron megvásárolható és magas minőséget képvisel.</span></p>
<p><span data-mce-fragment=""1"">Felülete teljesen sima és egyenletes, mely jó szolgálatot fog tenni a dobások során,mindezek mellett alacsony vízfelvétel,szennyeződésekkel szemben ellenálló, magas szakítószilárdság jellemzi.</span></p>
<p><span data-mce-fragment=""1"">Kiváló japán UHMPE szálakból készül, a legmodernebb Japán gépekkel.</span></p>
<ul>
<li><span data-mce-fragment=""1"">Extra vékony és szuper puha kivitel </span></li>
<li><span data-mce-fragment=""1""> Magas kopásállóság </span></li>
<li><span data-mce-fragment=""1"">Pontos zsinórátmérő </span></li>
<li><span data-mce-fragment=""1""> Kis súrlódás</span></li>
<li><span data-mce-fragment=""1"">Hosszan tartja a színét</span></li>
<li>
<p><span data-mce-fragment=""1"">150 M egy tekercsen</span></p>
</li>
<li>5 méret</li>
</ul>
<p>Szakítószilárdság: </p>
<p>0.04 mm / 3.5 kg - 7.7<span> </span>lbs</p>
<p>0.6<span> </span>mm / 4.0 kg - 8.8 lbs</p>
<p>0.8<span> </span>mm / 5.0 kg - 11 lbs</p>
<p> </p>",Bull Fishing Store,Uncategorized,"","",true,Méret,0.04 mm,,,,,,,,"",0.0,shopify,deny,manual,3500.00,7000.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/Untitled-1_0e16b761-bdd7-476c-870f-ab617cb88a0a.jpg?v=1688037963,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-kiwi-pergeto-zsinor-uv-zold,,,,,,,,,0.06 mm,,,,,,,,"",0.0,shopify,deny,manual,3200.00,6400.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL07664.jpg?v=1688037963,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-kiwi-pergeto-zsinor-uv-zold,,,,,,,,,0.08 mm,,,,,,,,,0.0,shopify,deny,manual,2990.00,6000.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-kiwi-pergeto-zsinor-uv-sarga,Bull Tackle - Kiwi pergető fonott zsinór UV sárga 150 m,"<p><span data-mce-fragment=""1"">A Bull Tackle Kiwi zsinór speciálisan az ultra light pergetésre lett kifejlesztve. A legkisebb mikro csalik is nagyon jól,könnyedén és élethűen vontathatóak vele.</span></p>
<p><span data-mce-fragment=""1"">Megpróbáltunk egy olyan zsinórt alkotni ami mindenki számára elérhető áron megvásárolható és magas minőséget képvisel.</span></p>
<p><span data-mce-fragment=""1"">Felülete teljesen sima és egyenletes, mely jó szolgálatot fog tenni a dobások során,mindezek mellett alacsony vízfelvétel,szennyeződésekkel szemben ellenálló, magas szakítószilárdság jellemzi.</span></p>
<p><span data-mce-fragment=""1"">Kiváló japán UHMPE szálakból készül, a legmodernebb Japán gépekkel.</span></p>
<ul>
<li><span data-mce-fragment=""1"">Extra vékony és szuper puha kivitel </span></li>
<li><span data-mce-fragment=""1""> Magas kopásállóság </span></li>
<li><span data-mce-fragment=""1"">Pontos zsinórátmérő </span></li>
<li><span data-mce-fragment=""1""> Kis súrlódás</span></li>
<li><span data-mce-fragment=""1"">Hosszan tartja a színét</span></li>
<li>
<p><span data-mce-fragment=""1"">150 M egy tekercsen</span></p>
</li>
<li>5 méret</li>
</ul>
<p>Szakítószilárdság: </p>
<p>0.04 mm / 3.5 kg - 7.7 lbs</p>
<p>0.6 mm / 4.0 kg - 8.8 lbs</p>
<p>0.8 mm / 5.0 kg - 11 lbs</p>
<p> </p>
<p> </p>",Bull Fishing Store,Uncategorized,"","",true,Méret,0.04 mm,,,,,,,,"",0.0,shopify,deny,manual,3500.00,7000.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/Untitled-1sarga.jpg?v=1688037982,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-kiwi-pergeto-zsinor-uv-sarga,,,,,,,,,0.06 mm,,,,,,,,"",0.0,shopify,deny,manual,3200.00,6400.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL07670.jpg?v=1688037982,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-kiwi-pergeto-zsinor-uv-sarga,,,,,,,,,0.08mm,,,,,,,,"",0.0,shopify,deny,manual,2990.00,6000.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-zsinorvago-ollo,Bull Tackle - Zsinórvágó olló,"<p><span data-mce-fragment=""1"">A Bull Tackle zsinórvágó olló hihetetlenül erős éllel rendelkezik, mindenfajta zsinórt - legyen az fonott vagy monofil - szálkásodás nélkül vág.</span></p>
<p><span data-mce-fragment=""1"">Mind a bal-, mind a jobbkezesek számára jó fogást biztosít, amely örök darabja az igazi pontyhorgászok szerelékes dobozának.</span></p>",Bull Fishing Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,3300.00,4500.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/fdg.png?v=1662540275,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-zsinorvago-ollo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL05396-removebg.png?v=1662540493,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-zsinorvago-ollo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL05406-removebg.png?v=1662540498,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-zsinorvago-ollo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL05402.jpg?v=1662540528,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-gravity-swing-arm,Bull Tackle - Gravity Swinger,"<p data-mce-fragment=""1"">A Bull Tackle Gravity névre keresztelt swingerek könnyedén állíthatóak és rendkívül praktikusak,a mágneses klipsznek köszönhetően egyszerűen helyezhető fel és vehető le szinte bármilyen vastagságú zsinórról.</p>
<p data-mce-fragment=""1""><br></p>
<p data-mce-fragment=""1"">Kapás után még 20 másodpercig világít a swinger, jelezve, hogy melyik boton volt az érdeklődő. </p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">A kapásjelző szárán szabadon mozgatható súlynak köszönhetően pillanatok alatt beállíthatjuk a swinger optimális súlyát.</span></p>
<p data-mce-fragment=""1"">7 féle színűre tudjuk beállítani.</p>
<p data-mce-fragment=""1"">Tulajdonságok:</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Mágneses zsinórklipsz,amely a rendkívül vékony és vastag zsinórokkal is tökéletesen működik</li>
<li data-mce-fragment=""1"">Rozsdamentes fémből készül</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Bármilyen, szabványos bemenettel rendelkező jelzőhöz csatlakoztatható</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Hossz: 24 cm</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">50 grammos állítható súllyal</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">A csomag 1 db elemet tartalmaz</span></li>
<li data-mce-fragment=""1"">Automatikusan megjegyzi az utolsó kiválasztott színt</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Választható színek:Piros,Sárga,Kék,Zöld,Rózsaszín,Fehér,Világos kék</span></li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">CR2032 3V </span>elemmel működtethető,amely a készlethez tartozik,azonban ezek nem hosszú élettartamú elemek</li>
</ul>",Bull Fishing Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,5900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL05398__1_-removebg.png?v=1662556598,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-gravity-swing-arm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL05378-removebg.png?v=1662556602,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-gravity-swing-arm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL05386-removebg.png?v=1662556608,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-gravity-swing-arm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL05388-removebg.png?v=1662556612,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-gravity-swing-arm-3-db,Bull Tackle - Gravity mágneses Swinger szett 3 db,"<p>A Bull Tackle Gravity névre keresztelt swingerek könnyedén állíthatóak és rendkívül praktikusak,a mágneses klipsznek köszönhetően egyszerűen helyezhető fel és vehető le szinte bármilyen vastagságú zsinórról.</p>
<p><br></p>
<p>Kapás után még 20 másodpercig világít a swinger, jelezve, hogy melyik boton volt az érdeklődő. </p>
<p><span data-mce-fragment=""1"">A kapásjelző szárán szabadon mozgatható súlynak köszönhetően pillanatok alatt beállíthatjuk a swinger optimális súlyát.</span></p>
<p>A szettben 3 darab swinger található,amelyet 7 féle színűre tudunk beállítani.</p>
<p>Tulajdonságok:</p>
<ul>
<li>Mágneses zsinórklipsz,amely a rendkívül vékony és vastag zsinórokkal is tökéletesen működik</li>
<li>Rozsdamentes fémből készül</li>
<li><span>Bármilyen, szabványos bemenettel rendelkező jelzőhöz csatlakoztatható</span></li>
<li><span>Hossz: 24 cm</span></li>
<li><span>50 grammos állítható súllyal</span></li>
<li><span>A szett 3 db elemet tartalmaz</span></li>
<li>Automatikusan megjegyzi az utolsó kiválasztott színt</li>
<li><span>Választható színek:Piros,Sárga,Kék,Zöld,Rózsaszín,Fehér,Világos kék</span></li>
<li>
<span>CR2032 3V </span>elemmel működtethető,amely a készlethez tartozik,azonban ezek nem hosszú élettartamú elemek</li>
<li><span>Csomagolás: külső sérülésektől védő, igazán stílusos és praktikus tároló dobozban kapható,amely 4-es szettre bővíthető</span></li>
</ul>",Bull Fishing Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,23900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL05258__1_-removebg_2.png?v=1662109143,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-gravity-swing-arm-3-db,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/20220831_154530_0000.jpg?v=1662109143,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-gravity-swing-arm-3-db,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL05263__2_-removebg_1.png?v=1662109141,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-gravity-swing-arm-3-db,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL05271__1_-removebg_2.png?v=1662109141,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-gravity-swing-arm-3-db,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL05302__1_-removebg_2.png?v=1662109141,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-dash-3-1-kapasjelzo-szett,Bull Tackle - Dash 4+1 kapásjelző szett,"<p data-mce-fragment=""1"">Büszkén mutatjuk be a legújabb<strong> Bull Tackle Ghos</strong><strong>t </strong>kapásjelzőt,amelynek főbb jellemzői: strapabíróság,rengeteg extra funkció és opció,teljes vízállóság,rendkívüli precízitás és esztétikus külső.</p>
<p data-mce-fragment=""1""><br></p>
<p data-mce-fragment=""1"">A kapásjelző egy rendkívül erős bevonatot kapott, amelyet a nagy fagyoktól egészen a nagy nyári melegekig teszteltünk nagy sikerrel.</p>
<p data-mce-fragment=""1"">A szettben 4 különböző színű jelző található:kék,zöld,sárga illetve piros.</p>
<p data-mce-fragment=""1"">A jelző közepén található görgő éjjeli fénnyel van ellátva.</p>
<p data-mce-fragment=""1"">A kapásjelző közepén található ledsor felfelé futva jelzi a húzós kapást és lefelé az ejtőst,mindezen felül a két kapás típust eltérő hanggal jelzi.</p>
<p data-mce-fragment=""1"">Az adóvevők rendkívül nagy hatótávolsággal rendelkezknek,illetve a jelzőkön választott szín az adóvevőkön is egyező színüre változik.</p>
<p data-mce-fragment=""1"">Mindezeken felül az adóvevőkön található egy lámpa,amely az éjszakai horgászatok során rendkívül praktikus. <br></p>
<p data-mce-fragment=""1"">Tulajdonságok:</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Kapásjelző:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">5 különböző hangerő(néma üzemmódot is tartalmazza)</li>
<li data-mce-fragment=""1"">5 különböző tónus/hangszín</li>
<li data-mce-fragment=""1"">5 különböző érzékenység</li>
<li data-mce-fragment=""1"">20 másodperces memória világítás</li>
<li data-mce-fragment=""1"">Jack csatlakozó a swingerekhez</li>
<li data-mce-fragment=""1""><strong>VÍZÁLLÓ</strong></li>
<li data-mce-fragment=""1"">Kemény és rendkívül strapabíró tokkal</li>
<li data-mce-fragment=""1"">Gumi kompressziós alátéttel, hogy tökéletesen álljon a kereszttartókon</li>
<li data-mce-fragment=""1"">1 x LR23A elemmel működtethető,amely a készlethez tartozik,azonban ezek nem hosszú élettartamú elemek</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Adóvevő:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">8 különböző hangerő+rezgő üzemmód</li>
<li data-mce-fragment=""1"">4 különböző színbeállítás,ami megegyezik a jelzőkön lévő színnel</li>
<li data-mce-fragment=""1"">20 másodperces memória világítás</li>
<li data-mce-fragment=""1"">Az adóvevőkön lámpa található,ami az estéken nagy segítség lehet</li>
<li data-mce-fragment=""1"">2 x 1.5 AAA elemmel működtethető,amely a készlethez tartozik,azonban ezek nem hosszú élettartamú elemek</li>
<li data-mce-fragment=""1"">300 méteres hatótáv</li>
</ul>
<p data-mce-fragment=""1""><strong>Szett 4 db kapásjelzőt,1 db adóvevőt,hordtáskát és elemeket tartalmaz.</strong></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></strong></p>",Bull Fishing Store,,"","",false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,59000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL04647-removebg.png?v=1661948385,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
bull-tackle-dash-3-1-kapasjelzo-szett,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL04674-removebg.png?v=1661948385,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-dash-3-1-kapasjelzo-szett,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL04672-removebg.png?v=1661948385,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-dash-3-1-kapasjelzo-szett,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL04652-removebg_1.png?v=1661948385,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-dash-3-1-kapasjelzo-szett,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/fdfd_6042bae0-d4e0-49a6-b9ad-3fd247b27a7a.png?v=1661951528,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-ghost-3-1-kapasjelzo-szett,Bull Tackle - Ghost 3+1 és 2+1 kapásjelző szett,"<p data-mce-fragment=""1"">Büszkén mutatjuk be a legújabb<strong> Bull Tackle Ghos</strong><strong>t </strong>kapásjelzőt,amelynek főbb jellemzői: strapabíróság,rengeteg extra funkció és opció,teljes vízállóság,rendkívüli precízitás és esztétikus külső.</p>
<p data-mce-fragment=""1"">A kapásjelző egy rendkívül erős bevonatot kapott, amelyet a nagy fagyoktól egészen a nagy nyári melegekig teszteltünk nagy sikerrel.</p>
<p data-mce-fragment=""1"">Az egyik különleges tulajdonsága,hogy mi magunk állíthatjuk be a színét minden egyes jelzőnek kedvünk szerint külön-külön,így a 3+1-es szett esetében 6 szín közül válaszhatunk.</p>
<p data-mce-fragment=""1"">A jelző közepén található görgő éjjeli fénnyel van ellátva,amelynek színét szintén kedvünk szerint állíthatjuk.</p>
<p data-mce-fragment=""1"">A kapásjelző közepén található ledsor felfelé futva jelzi a húzós kapást és lefelé az ejtőst,mindezen felül a két kapás típust eltérő hanggal jelzi.</p>
<p data-mce-fragment=""1"">Az adóvevők rendkívül nagy hatótávolsággal rendelkezknek,illetve a jelzőkön választott szín az adóvevőkön is egyező színüre változik.</p>
<p data-mce-fragment=""1"">Mindezeken felül az adóvevőkön található egy lámpa,amely az éjszakai horgászatok során rendkívül praktikus. <br></p>
<p data-mce-fragment=""1"">Tulajdonságok:</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Kapásjelző:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">6 különböző hangerő(néma üzemmódot is tartalmazza)</li>
<li data-mce-fragment=""1"">6 különböző tónus/hangszín</li>
<li data-mce-fragment=""1"">6 különböző érzékenység</li>
<li data-mce-fragment=""1"">6 különböző szín beállítás(a jelzőn kiválasztott szín jelenik meg az adóvevőn minden esetben)</li>
<li data-mce-fragment=""1"">20 másodperces memória világítás</li>
<li data-mce-fragment=""1"">Jack csatlakozó a swingerekhez</li>
<li data-mce-fragment=""1""><strong>VÍZÁLLÓ</strong></li>
<li data-mce-fragment=""1"">Kemény és rendkívül strapabíró tokkal</li>
<li data-mce-fragment=""1"">Gumi kompressziós alátéttel, hogy tökéletesen álljon a kereszttartókon</li>
<li data-mce-fragment=""1"">1 x 9V elemmel működtethető,amely a készlethez tartozik,azonban ezek nem hosszú élettartamú elemek</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Adóvevő:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">6 különböző hangerő+rezgő üzemmód</li>
<li data-mce-fragment=""1"">6 különböző színbeállítás,ami megegyezik a jelzőkön lévő színnel</li>
<li data-mce-fragment=""1"">20 másodperces memória világítás</li>
<li data-mce-fragment=""1"">Az adóvevőkön lámpa található,ami az estéken nagy segítség lehet</li>
<li data-mce-fragment=""1"">3 x 1.5 AAA elemmel működtethető,amely a készlethez tartozik,azonban ezek nem hosszú élettartamú elemek</li>
<li data-mce-fragment=""1"">300 méteres hatótáv</li>
</ul>
<p data-mce-fragment=""1""><strong>Szettek 3 vagy 2 db kapásjelzőt,1 db adóvevőt,hordtáskát és elemeket tartalmaz.</strong></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></strong></p>",Bull Fishing Store,Uncategorized,"","",true,Kiszerelések,2+1,,,,,,,,"",0.0,shopify,deny,manual,38800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL04647-removebg2.png?v=1661936190,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-ghost-3-1-kapasjelzo-szett,,,,,,,,,3+1,,,,,,,,"",0.0,shopify,deny,manual,49800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL04708-removebg.png?v=1661947062,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-ghost-3-1-kapasjelzo-szett,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL04718-removebg.png?v=1661947062,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-ghost-3-1-kapasjelzo-szett,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL04698-removebg.png?v=1661947062,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-ghost-3-1-kapasjelzo-szett,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/TBL04703-removebg.png?v=1661947062,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-ghost-3-1-kapasjelzo-szett,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/fdfd.png?v=1661951524,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bull-tackle-pva-bag,Bull Tackle - PVA bag,"<p><span data-mce-fragment=""1"">Egyre népszerűbb technika a ""PVA bagezés"",így a piacra dobtunk egy olyan pva bag-et,amely a prémium minősége(gyors oldodás,szag és íz mentesség) ellenére kiemelkedő áron tudunk a horgászok számára biztosítani. </span><span data-mce-fragment=""1"">Használható bojlikkal, magvakkal és method mixxel való etetés során.</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Szag és íz mentes</li>
<li data-mce-fragment=""1"">Gyors oldodás</li>
<li data-mce-fragment=""1"">Extra erős</li>
<li data-mce-fragment=""1"">3 különböző méret</li>
<li data-mce-fragment=""1"">25 db/csomag</li>
</ul>",Bull Fishing Store,,"","",true,Méret,60*120 mm,,,,,,,,"",0.0,shopify,deny,manual,800.00,970.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/files/Untitled-12666.jpg?v=1688037485,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bull-tackle-pva-bag,,,,,,,,,70*140 mm,,,,,,,,"",0.0,shopify,deny,manual,950.00,1150.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/20220901_102812.jpg?v=1688037483,2,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-pva-bag,,,,,,,,,80*160 mm,,,,,,,,"",0.0,shopify,deny,manual,1200.00,1450.00,true,true,"",https://cdn.shopify.com/s/files/1/0583/1242/5659/products/20220901_102906.jpg?v=1688037483,3,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
bull-tackle-pva-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0583/1242/5659/products/20220901_102846.jpg?v=1688037483,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
